Sample	Unassigned_Read_Type	Unassigned_Duplicate	Unassigned_Singleton	Unassigned_NoFeatures	Assigned	Unassigned_Unmapped	percent_assigned	Unassigned_Ambiguity	Total	Unassigned_NonSplit	Unassigned_Overlapping_Length	Unassigned_MappingQuality	Unassigned_FragmentLength	Unassigned_MultiMapping	Unassigned_Chimera	Unassigned_Secondary
P15_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4036340	10719392	0	72.4022644011848	49595	14805327	0	0	0	0	0	0	0
P16_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3170646	10336849	0	76.28539108623512	42739	13550234	0	0	0	0	0	0	0
P17_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4111997	15399239	0	78.57712350755406	86375	19597611	0	0	0	0	0	0	0
P18_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3632627	13494625	0	78.43689267116922	77184	17204436	0	0	0	0	0	0	0
P19_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3089127	13660492	0	81.20408359796033	72801	16822420	0	0	0	0	0	0	0
P21_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4954468	11768378	0	70.10088413151142	64928	16787774	0	0	0	0	0	0	0
P22_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5270097	10576455	0	66.48361201692393	61812	15908364	0	0	0	0	0	0	0
P23_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	6603516	12051881	0	64.36454683296013	69012	18724409	0	0	0	0	0	0	0
P2_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	1688399	6199539	0	78.18939004587662	40937	7928875	0	0	0	0	0	0	0
P3_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2185900	13675332	0	85.85362484979903	67428	15928660	0	0	0	0	0	0	0
P4_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3569130	11640990	0	76.26771017878343	53207	15263327	0	0	0	0	0	0	0
P5_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3771389	5490260	0	59.18403844344079	14940	9276589	0	0	0	0	0	0	0
P6_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4328642	9363288	0	68.2231281604505	32577	13724507	0	0	0	0	0	0	0
P7_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3056395	5904219	0	65.78335217032443	14634	8975248	0	0	0	0	0	0	0
P8_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4694218	15456238	0	76.4310210025315	72011	20222467	0	0	0	0	0	0	0
P9_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3116686	10452584	0	76.38382966042299	115019	13684289	0	0	0	0	0	0	0
