Sample	Unique Reads	Duplicate Reads
O5_CKDL240007484-1A_22553JLT4_L6_1_val_1	3554371.0	6401330.0
O5_CKDL240007484-1A_22553JLT4_L6_2_val_2	3479514.0	6476187.0
O6_CKDL240007484-1A_22553JLT4_L6_1_val_1	3202261.0	7296345.0
O6_CKDL240007484-1A_22553JLT4_L6_2_val_2	3128242.0	7370364.0
O7_CKDL240007484-1A_22553JLT4_L6_1_val_1	4063153.0	6315401.0
O7_CKDL240007484-1A_22553JLT4_L6_2_val_2	3997732.0	6380822.0
O8_CKDL240007484-1A_22553JLT4_L6_1_val_1	4001416.0	3430667.0
O8_CKDL240007484-1A_22553JLT4_L6_2_val_2	3955162.0	3476921.0
O9_CKDL240007484-1A_22553JLT4_L6_1_val_1	6600833.0	3740742.0
O9_CKDL240007484-1A_22553JLT4_L6_2_val_2	6533940.0	3807635.0
P10_CKDL240007484-1A_22553JLT4_L6_1_val_1	6215561.0	5203365.0
P10_CKDL240007484-1A_22553JLT4_L6_2_val_2	6127703.0	5291223.0
P11_CKDL240007484-1A_22553JLT4_L6_1_val_1	5781032.0	5388424.0
P11_CKDL240007484-1A_22553JLT4_L6_2_val_2	5698343.0	5471113.0
P12_CKDL240007484-1A_22553JLT4_L6_1_val_1	3779368.0	4033643.0
P12_CKDL240007484-1A_22553JLT4_L6_2_val_2	3734088.0	4078923.0
P13_CKDL240007484-1A_22553JLT4_L6_1_val_1	4539528.0	4719522.0
P13_CKDL240007484-1A_22553JLT4_L6_2_val_2	4472271.0	4786779.0
P14_CKDL240007484-1A_22553JLT4_L6_1_val_1	4535218.0	4913738.0
P14_CKDL240007484-1A_22553JLT4_L6_2_val_2	4501012.0	4947944.0
P15_CKDL240007484-1A_22553JLT4_L6_1_val_1	4521387.0	4077461.0
P15_CKDL240007484-1A_22553JLT4_L6_2_val_2	4512035.0	4086813.0
P16_CKDL240007484-1A_22553JLT4_L6_1_val_1	3838589.0	3610211.0
P16_CKDL240007484-1A_22553JLT4_L6_2_val_2	3802893.0	3645907.0
P17_CKDL240007484-1A_22553JLT4_L6_1_val_1	6828499.0	4444835.0
P17_CKDL240007484-1A_22553JLT4_L6_2_val_2	6765066.0	4508268.0
P18_CKDL240007484-1A_22553JLT4_L6_1_val_1	5200943.0	4735158.0
P18_CKDL240007484-1A_22553JLT4_L6_2_val_2	5160692.0	4775409.0
P19_CKDL240007484-1A_22553JLT4_L6_1_val_1	5516952.0	4425901.0
P19_CKDL240007484-1A_22553JLT4_L6_2_val_2	5435505.0	4507348.0
P21_CKDL240007484-1A_22553JLT4_L6_1_val_1	6200187.0	3602382.0
P21_CKDL240007484-1A_22553JLT4_L6_2_val_2	6170234.0	3632335.0
P22_CKDL240007484-1A_22553JLT4_L6_1_val_1	6019489.0	3216361.0
P22_CKDL240007484-1A_22553JLT4_L6_2_val_2	5975028.0	3260822.0
P23_CKDL240007484-1A_22553JLT4_L6_1_val_1	7143696.0	4087756.0
P23_CKDL240007484-1A_22553JLT4_L6_2_val_2	7087703.0	4143749.0
P2_CKDL240007484-1A_22553JLT4_L6_1_val_1	2635106.0	2092337.0
P2_CKDL240007484-1A_22553JLT4_L6_2_val_2	2599330.0	2128113.0
P3_CKDL240007484-1A_22553JLT4_L6_1_val_1	5171543.0	3875623.0
P3_CKDL240007484-1A_22553JLT4_L6_2_val_2	5124170.0	3922996.0
P4_CKDL240007484-1A_22553JLT4_L6_1_val_1	4023306.0	4328440.0
P4_CKDL240007484-1A_22553JLT4_L6_2_val_2	3931379.0	4420367.0
P5_CKDL240007484-1A_22553JLT4_L6_1_val_1	3510995.0	5065193.0
P5_CKDL240007484-1A_22553JLT4_L6_2_val_2	3439741.0	5136447.0
P6_CKDL240007484-1A_22553JLT4_L6_1_val_1	4345983.0	5989476.0
P6_CKDL240007484-1A_22553JLT4_L6_2_val_2	4268346.0	6067113.0
P7_CKDL240007484-1A_22553JLT4_L6_1_val_1	3010072.0	4033912.0
P7_CKDL240007484-1A_22553JLT4_L6_2_val_2	2950646.0	4093338.0
P8_CKDL240007484-1A_22553JLT4_L6_1_val_1	5873370.0	5388573.0
P8_CKDL240007484-1A_22553JLT4_L6_2_val_2	5824715.0	5437228.0
P9_CKDL240007484-1A_22553JLT4_L6_1_val_1	4444760.0	3267832.0
P9_CKDL240007484-1A_22553JLT4_L6_2_val_2	4384753.0	3327839.0
